山遥路远 路远迢迢 鞭长驾远 千里迢迢 殊方绝域
双喜临门 一举两得 福寿双全 荣谐伉俪 岁序更新
研精竭虑 研精致思 极智穷思 苦思冥想 殚谋戮力
杀人灭口 坏法乱纪 恶语伤人 败法乱纪 痛诬丑诋
料敌制胜 百发百中 一语破的 弦无虚发 眼明手快
乐不可极 乐而不厌 连绵不绝 恶不去善 皇天不负有心人
乘利席胜 排除万难 厌难折冲 反败为胜 忍苦耐劳
釜中生鱼 饥饱劳役 析骸以爨 惟日为岁 熬清守淡
侈人观听 所见所闻 公听并观 睹物兴情 交相辉映
成算在心 言行相符 持权合变 事出有因 有例可援
锦瑟华年 锦瑟年华 白齿青眉 绮纨之岁 朱颜绿发
千载一逢 千载难逢 千载一遇 千载难遇 百不一遇
各取所长 随才器使 用其所长 多才多艺 扬长避短
析律舞文 搬唇弄舌 舞文巧诋 舞文玩法 混淆是非
乐以忘忧 适性忘虑 乐不思蜀 谢天谢地 吐气扬眉
一日千丈 悬崖转石 火然泉达 蜂起云涌 铺天盖地
吸新吐故 沁人肺腑 纳新吐故 吐故纳新 旷心怡神
力殚财竭 智穷才尽 深入膏肓 不得已而为之 智尽能索
唯命是听 唯命是从 恪守不渝 奉公如法 不得违误
悱恻缠绵 黯然伤神 触目崩心 心灰意冷 郁郁不乐
深文傅会 故入人罪 深文周内 绳之以法 害人不浅
计日可待 指日而待 红日三竿 指日可下 指日成功
浆水不交 臣心如水 一清如水 摆袖却金 脂膏不润
赏功罚罪 果刑信赏 将功抵罪 威刑肃物 罚一劝百
连州跨郡 无所不在 四海承风 广土众民 家藏户有
攻瑕指失 攻瑕索垢 攻过箴阙 挑么挑六 析疑匡谬
丧师辱国 病国殃民 辱国丧师 国仇家恨 误国殃民
以快先睹 鳌头独占 一鞭先著 决命争首 争强斗狠
继绝存亡 败国亡家 败国丧家 家亡国破 破国亡家
言之有序 出言有章 利齿能牙 言之有礼 言之有理
默默无言 不言不语 悄然无声 按兵不举 闭口不言
擒奸擿伏 扫穴擒渠 拿贼拿赃 拿贼见赃 揭箧担囊
嚎天喊地 鬼哭狼嚎 呼天号地 呼天唤地 啼天哭地
德容言功 德言工容 三从四德 树俗立化 女长须嫁
人满为患 稠人广座 成群结队 一拥而入 事出有因
赏一劝众 赏一劝百 代为说项 乐善不倦 假力于人
窄门窄户 鸥水相依 芝兰之室 橘化为枳 渊渟泽汇
殃及池鱼 无须之祸 凭白无故 池鱼之虑 榆次之辱
长篇累牍 久而久之 历日旷久 经久不息 深谋远虑
以一警百 罚一劝百 杀一儆百 碎尸万段 龚行天罚
走投没路 羊落虎口 入地无门 走头无路 山穷水断
载驱载驰 载驰载驱 策马飞舆 鼻端生火 横驱别骛
来者不善，善者不来 事不宜迟 不速之客 见之不取，思之千里 备而不用
紫芝眉宇 呷醋节帅 道高德重 绳墨之言 清风峻节
有心无力 未竟之志 劳而无功 贫无立锥 樵苏失爨
将信将疑 有利有弊 半疑半信 半信半疑 形迹可疑
显祖扬宗 显祖扬名 游光扬声 显祖荣宗 孝子慈孙
多管闲事 舍生忘死 明人不做暗事 不露形色 不足为意
敕始毖终 始终不懈 终始不渝 永矢弗谖 百折不移
回山倒海 战无不胜 风行草靡 靡坚不摧 无坚不摧
棋布星罗 旗布星峙 棋布星陈 星罗云布 骈门连室
久历风尘 饱经忧患 千辛万苦 万苦千辛 久而久之
击毂摩肩 车马骈阗 马咽车阗 成千上万 车载船装
溯流穷源 穷源溯流 溯流追源 溯水行舟 溯源穷流
村学究语 秽言污语 破玩意儿 心低意沮 詹言曲说
和而不唱 行不贰过 变心易虑 讳恶不悛 心不由意
以权达变 相时而动 可乘之机 随才器使 相机而动
乐极则忧 乐极则悲 乐极悲生 乐极生悲 乐极悲来
眉目如画 鹄峙鸾停 神清骨秀 神清气茂 娟好静秀
匀脂抹粉 剩馥残膏 粉白黛绿 调脂弄粉 膏泽脂香
有根有苗 井井有序 总而言之 顺时而动 井井有法
秘而不言 匿迹隐形 藏形匿影 秘而不露 秘而不宣
匡谬正俗 过而能改 匡救弥缝 革邪反正 救偏补弊
雕心雁爪 雕心鹰爪 狼猛蜂毒 笑面夜叉 笑面虎
未形之患 朴斫之材 一哄而起 击其不意 藏巧于拙
讷口少言 木讷寡言 朴讷诚笃 少言寡语 沉静寡言
整旅厉卒 奋武扬威 养威蓄锐 历精更始 拔刀相向
视之不见，听之不闻 杳不可闻 视而不见，听而不闻 昏昏默默 了然无闻
人尽其才 公私兼顾 兼善天下 户告人晓 尽人皆知
坚执不从 和而不唱 固执己见 孤行己见 孤行己意
有嘴没舌 哑口无声 哑子做梦 哑口无言 灰心槁形
神采飞扬 精神百倍 踔厉奋发 竖起脊梁 精神焕发
以杀止杀 以杀去杀 不容置喙 不露形色 闭关绝市
安然如故 终始不渝 坦然自若 言笑自如 言笑自若
潜移默运 可想而知 优游自若 混然天成 从容自如
擿奸发伏 发隐擿伏 破奸发伏 擿伏发奸 明枪暗箭
回肠寸断 神愁鬼哭 呕心抽肠 刺心裂肝 鬼哭天愁
干脆利落 可想而知 无所忌讳 无庸置辩 手到拈来
不避艰险 公而忘私 应变无方 弃瑕忘过 不劳而成
和睦相处 言和意顺 白首相庄 义气相投 惺惺相惜
逐名趋势 射利沽名 求名夺利 邀名射利 功名利禄
二把刀 寒腹短识 短见薄识 单见浅闻 学浅才疏
陈辞滥调 陈词滥调 陈规陋习 陈言老套 老朽无能
云行雨施 博施济众 扶危济困 急公好施 牡丹虽好，终须绿叶扶持
引以为憾 急不暇择 轻虑浅谋 劳而无功 一哄而起
庸医杀人 无知妄作 消极怠工 积讹成蠹 附影附声
耻言人过 人言啧啧 狗屁不通 造言生事 兴讹造讪
扫地无余 一而光 扫地无遗 摘瓜抱蔓 扫地俱尽
字顺文从 语简意赅 词正理直 章决句断 一清二楚
乐善不倦 满腔热枕 点头咂嘴 神怡心旷 激昂慷慨
世上无难事 不避艰险 无所畏惮 不爽毫发 不偏不党
韶颜稚齿 绿鬓朱颜 翩翩年少 齿少心锐 齿少气锐
极恶不赦 罪大恶极 十恶不赦 法无可贷 不解之仇
鸡犬不闻 杳无人烟 山陬海噬 偏乡僻壤 穷乡僻壤
运用自如 一清二楚 逸群之才 洞察一切 洞察其奸
虎视耽耽 饿虎扑食 饿虎扑羊 来势汹汹 龙腾虎啸
独步一时 独步当时 天下第一 举世无敌 独步当世
并赃拿贼 破烂不堪 殒身碎首 粉骨糜躯 破烂流丢
昏昏沉沉 如醉如梦 倒三颠四 昏头搭脑 昏昏噩噩
涸思干虑 搜肠刮肚 深思苦索 冥思苦想 衡虑困心
顿足不前 昏迷不醒 死模活样 进俯退俯 踟蹰不前
瑶草奇花 百花争艳 异木奇花 逞娇呈美 枝繁叶茂
心焦火燎 心急火燎 心急如火 心急如焚 心如火焚
讳树数马 低心下意 小廉大法 大法小廉 乾乾翼翼
语出月胁 骇目惊心 超世之才 惊心眩目 骇人视听
戮力同心 一心一力 同力协契 协力齐心 齐心併力
一箭之地 一箭之遥 天涯比邻 盈盈一水 相去悬殊
急张拘诸 搓手顿足 慌慌张张 撧耳挠腮 热锅上的蚂蚁
身不由主 贵贱无常 一身而二任 事出有因 有利有弊
晦盲否塞 难乎为继 难以为继 束手就困 创业维艰
闻融敦厚 和气生财 温润而泽 心慈面软 软谈丽语
令人起敬 来迎去送 云集响应 大开方便之门 大有可为
自欺欺人 欺人自欺 损人害己 矫情饰诈 欺上罔下
力有未逮 鞭长不及 无计奈何 没计奈何 束手就困
唾壶击缺 直眉怒目 吹胡子瞪眼 冲冠发怒 冲冠怒发
畏葸不前 畏缩不前 勇者不惧 心惊胆颤 心惊胆落
渺无人烟 茫无端绪 零丁孤苦 当面错过 终成泡影
积日累久 多历年稔 地老天荒 天荒地老 历日旷久
雷嗔电怒 怒气冲冲 忿火中烧 忿然作色 怫然作色
金镶玉裹 肥甘轻暖 三平二满 地上天官 忆苦思甜
即景生情 口诵心维 借景生情 触物兴怀 张口掉舌
家见户说 户告人晓 家传人诵 家传户诵 书香世家
丝来线去 黏吝缴绕 生拉硬扯 死乞白赖 牵丝攀藤
乐成人美 知遇之恩 点头咂嘴 惬心贵当 言行相符
艰苦奋斗 确乎不拔 义不反顾 在所不辞 恪守不渝
查无实据 不分伯仲 生死未卜 胡猜乱想 未敢苟同
无忧无虑 无所畏忌 无所忌讳 无羐无碍 不偏不党
孤立无援 孤立无助 头一无二 利出一孔 一心一意
各执己见 终始不渝 始终不懈 信守不渝 各持己见
珪璋特达 含霜履雪 兰心蕙性 鸿轩凤翥 入室升堂
贻误军机 旷日持久 计绌方匮 屈节辱命 时运不济
慎小事微 人人自危 慎小谨微 不遗巨细 因小失大
事不关己 无所重轻 无关大局 兴致索然 不值一驳
半吞半吐 半吐半露 若有若无 一隅之说 没查没利
瞠目而视 鱼龙百变 虎视耽耽 眈眈逐逐 龙腾虎啸
活蹦乱跳 欢迸乱跳 繁荣兴旺 眉欢眼笑 欢忻鼓舞
大权在握 宵旰图治 劳民动众 一日万机 汲汲忙忙
三平二满 枕稳衾温 暖衣饱食 肥甘轻暖 优哉游哉
了不可见 天工人代 殷天蔽日 干霄蔽日 前功尽废
依法砲制 依法炮制 因袭陈规 改朝换代 重操旧业
驽箭离弦 势不可挡 汲汲皇皇 一日万里 眈眈逐逐
改换门闾 改换家门 改换门楣 门庭赫奕 顶门壮户
凤箫龙管 凤箫鸾管 鸾歌凤吹 弄竹弹丝 吹竹弹丝
心向往之 心乡往之 神醉心往 宏图大志 满腔热枕
顿口无言 言颠语倒 唠唠叨叨 言高语低 言无伦次
习惯成自然 理之当然 合情合理 如此而已 言行相符
违害就利 避李嫌瓜 攻疾防患 昭德塞违 避瓜防李
宁死不辱 宁死不屈 士可杀不可辱 誓死不屈 奉公不阿
采薪之患 采薪之疾 自身难保 卧床不起 自相水火
无一不知 腹饱万言 无可争辩 通文达理 无所不通
来世不可待 敌不可纵 此风不可长 情不可却 贵贱无常
耻言人过 兴讹造讪 恶言詈辞 淫言诐行 狗屁不通
汪洋自恣 亦庄亦谐 整整截截 威风凛凛 岸然道貌
樽酒论文 酗酒滋事 借酒浇愁 夸大其词 杯中物
才夸八斗 自媒自衒 多才多艺 评功摆好 囊里盛锥
百宝万货 人文荟萃 博学多才 商彝夏鼎 多才多艺
摧兰折玉 鼠屎汙羹 鼠屎污羹 大煞风景 败德辱行
惟妙惟肖 论议风生 唯妙唯肖 论辩风生 饶有风趣
民生国计 国计民生 民富国强 富国裕民 国富民丰
混混泇泇 沸沸汤汤 滔滔滚滚 翻江搅海 骤风暴雨
辞不获命 碰钉子 枉费唇舌 杳无信息 久悬不决
造言生事 弄虚作假 耍花腔 瞒上欺下 矫情饰诈
麦丘之祝 直言正论 犯言直谏 犯颜苦谏 不讳之路
酒肉朋友 狐朋狗友 狐朋狗党 淫朋狎友 泛泛之交
爱日惜力 事不宜迟 不吝指教 秉节持重 来世不可待
推贤进善 养贤纳士 识才尊贤 使贤任能 三吐三握
计深虑远 多谋善虑 长算远略 远谋深算 设心积虑
不容置喙 深闭固距 以杀去杀 以杀止杀 此风不可长
食不下咽 不知寝食 日旰忘食 忘啜废枕 一口咬定
骇目惊心 骇人视听 惊愚骇俗 触目惊心 怵目惊心
恶叉白赖 哗众取宠 耍花腔 弄虚作假 胆大妄为
寻消问息 东捱西问 问长问短 询根问底 质疑辨惑
好好先生 安身乐业 安贫守道 心向往之 终焉之志
击其不意 突然袭击 出敌意外 出敌不意 出师无名
顺时而动 久历风尘 时易世变 时移世易 砥廉峻隅
观者如市 十口相传 填街塞巷 云屯森立 哄动一时
游目骋观 无所不在 悦目赏心 无施不可 色色俱全
迎来送往 送往迎来 送往劳来 送去迎来 送故迎新
神飞气扬 激昂慷慨 奋发踔厉 丰神异彩 感慨激昂
通计熟筹 反复推敲 云屯森立 尽力而为 千方百计
悦目赏心 目酣神醉 风月无边 爽心悦目 名山胜川
横蛮无理 蛮不讲理 蛮横无理 流言混话 谬妄无稽
喜上眉梢 内峻外和 正色直言 离离矗矗 钜学鸿生
十年读书 学而时习之 勤能补拙 费力劳心 学无止境
终始不渝 始终不懈 持盈守成 安然如故 言笑自若
微文深诋 喊冤叫屈 含冤负屈 陨雹飞霜 自新之路
艰难曲折 千辛万苦 万苦千辛 如蹈水火 牵鬼上剑
寸积铢累 关怀备至 春风雨露 离离矗矗 一毫不染
永不磨灭 举世无双 举世无敌 无往不克 禀性难移
粗风暴雨 怪雨盲风 骤风急雨 疾雨暴风 暴风疾雨
百折不摧 百折不屈 铁面枪牙 不挠不屈 长风破浪
此风不可长 敌不可假 理所不容 势不两存 不容置喙
俯首听命 输心服意 束手听命 言听计从 俛首帖耳
领异标新 独到之处 别出新意 别出新裁 奇才异能
人言啧啧 门户之争 招是搬非 民心不壹 一面之词
少安无躁 置之脑后 不吝指教 顿足不前 不露形色
苦难深重 竭尽全力 焦心热中 急痛攻心 千方百计
轻言寡信 油腔滑调 不知高下 不识高低 不知高低
正直无邪 众口一词 大中至正 无所不备 协心戮力
营私作弊 弄虚作假 耍花腔 违条犯法 哗众取宠
浓妆艳抹 杏脸桃腮 鱼沉雁落 披罗戴翠 温香艳玉
残年余力 老迈龙钟 身心交瘁 枯朽之余 颠毛种种
乖唇蜜舌 乖嘴蜜舌 噀玉喷珠 恬言柔舌 利喙赡辞
不管一二 横无忌惮 不顾一切 不管三七二十一 无情少面
正身率下 整躬率物 以身作则 以人为镜 整旅厉卒
难以为继 难乎为继 悬而未决 创业维艰 后患无穷
妆模作样 做张做势 拿腔作调 拿班做势 铺眉苫眼
说千说万 话中有话 话里有话 万语千言 谈玄说妙
沸沸汤汤 怀山襄陵 山崩海啸 混混泇泇 骏波虎浪
人人自危 微机四伏 危机四伏 险象环生 众难群移
枕稳衾温 不紧不慢 安心乐业 安闲自在 身名俱泰
怜贫恤老 怜贫惜老 惜老怜贫 济苦怜贫 振穷恤贫
杳无人烟 渺无人踪 阒然无声 鸡犬不闻 无人之地
拿云捉月 神乎其技 贯斗双龙 青云独步 成风尽垩
讨流溯源 叩源推委 寻源讨本 原始反终 枝源派本
地瘠民贫 牛衣岁月 民困国贫 朝升暮合 贫病交迫
翻复无常 雨覆云翻 反覆无常 九变十化 十变五化
公听并观 上情下达 博采众议 三头六面 出谋献策
疑误天下 以疑决疑 不知头脑 众难群疑 众难群移
千金市骨 利欲熏心 卖爵鬻官 招军买马 用心竭力
连鳌跨鲸 超凡出世 出世超凡 离世异俗 遗世越俗
雍容大度 雅量高致 风度翩翩 字顺文从 识礼知书
骨肉至亲 沾亲带友 养家活口 一家老小 拉家带口
三街两市 三街六市 前街后巷 软红香土 软红十丈
盗名暗世 明抢暗偷 欺世盗名 盗名欺世 射利沽名
异香扑鼻 热情洋溢 无尽无休 经久不息 情深意重
不偏不党 不值一驳 暗室不欺 不顾大局 不足为凭
桑间之约 雨约云期 云梦闲情 云期雨约 云期雨信
极往知来 长虑却顾 长虑后顾 揣时度力 鉴机识变
访亲问友 驿路梅花 驿使梅花 恭敬不如从命 停云落月
艳如桃李 如花似玉 金昭玉粹 金兰之交 璀璨夺目
点头咂嘴 令人起敬 知遇之恩 代人说项 感恩怀德
言文行远 长话短说 去甚去泰 言之有序 言之无文，行而不远
半文不白 半文半白 一言半句 一言半辞 之乎者也
潜蛟困凤 泰山其颓 才夸八斗 龙翰凤翼 龙翰凤雏
山高水险 爬山涉水 山长水远 艰难曲折 七高八低
弱水之隔 日东月西 海角天涯 天涯海角 天涯地角
心满意足 屐齿之折 称心如意 眉飞眼笑 欢天喜地
山长水远 爬山涉水 路远迢迢 山遥路远 登山越岭
卖公营私 舍己为公 公私兼顾 一己之私 私心杂念
科班出身 多才多艺 沿才受职 有风有化 用其所长
持盈守成 锦衣行昼 安然如故 百世流芳 流芳千古
搓手顿脚 风雷火炮 油浇火燎 搓手顿足 腹热心煎
沾亲带友 十亲九眷 九故十亲 三朋四友 远亲近邻
稀奇古怪 恢恑憰怪 诡谲怪诞 领异标新 邈若河汉
折胶堕指 岁暮天寒 寒风侵肌 雪北香南 薄暮冥冥
更令明号 尊主泽民 下车泣罪 奉公如法 正身明法
众口一辞 一心同归 心口相应 众口一词 众口如一
额首称庆 以手加额 满腔热枕 额手称颂 额手相庆
邈若河汉 妙想天开 恢恑憰怪 诡谲怪诞 怪诞诡奇
大有见地 饶有风趣 令人起敬 出乎预料 出乎意料
好语似珠 好语如珠 大放厥辞 犀角烛怪 万语千言
焚香扫地 鸡犬桑麻 枕山栖谷 鸥波萍迹 东山高卧
披星戴月 戴月披星 众星捧月 披星带月 星月交辉
造言生事 砌词捏控 造谣惑众 耍花腔 哗众取宠
因循苟且 拾陈蹈故 陈言老套 欺三瞒四 陈规陋习
梗迹萍踪 载沉载浮 鱼贯而出 三翻四复 鱼龙百变
能不称官 半半拉拉 言行不符 答非所问 不切实际
国仇家恨 同心敌忾 误国殃民 国难当头 病国殃民
金声掷地 掷地赋声 击玉敲金 铿金戛玉 铿金霏玉
表里不一 物极则反 囿于成见 一偏之论 枉直随形
分情破爱 恋新忘旧 革旧图新 遁名改作 言与心违
欺三瞒四 无事生非 推三阻四 把持不定 百般刁难
朱弦三叹 蕤宾铁响 惊起梁尘 凤吟鸾吹 艺高胆大
顿学累功 有志者事竟成 皇天不负有心人 孜孜不辍 有进无退
轻薄无礼 轻薄无行 浮而不实 一笔抹杀 吊儿郎当
运用自如 运掉自如 抵掌而谈 一清二楚 词严义密
暗弱无断 无知妄作 混混噩噩 谈优务劣 瘠义肥辞
沉声静气 束肩敛息 低声哑气 柔声下气 敛声屏息
敕始毖终 甄心动惧 慎始敬终 昼警夕惕 一日三省
欺人自欺 自欺欺人 塞耳偷铃 自诒伊戚 矫情饰诈
凤协鸾和 琴瑟之好 瑟弄琴调 瑟调琴弄 宜室宜家
都中纸贵 不废江河 流脍人口 传为佳话 洛阳纸贵
陵劲淬砺 动如脱兔 巧言利口 眼明手快 进锐退速
横拖倒扯 侈侈不休 横冲直闯 胡枝扯叶 捏怪排科
躬自菲薄 缩衣啬食 缩衣节口 熬肠刮肚 啬己奉公
自食其果 自食其恶果 自坏长城 自诒伊戚 自贻伊咎
方寸已乱 忧谗畏讥 不甘后人 心事重重 怀冤抱屈
闳宇崇楼 朱楼碧瓦 重望高名 鸿图华构 朱阁青楼
运筹借箸 多谋善断 谋臣猛将 宏才大略 智勇兼全
和蔼可亲 和蔼近人 闻融敦厚 款款而谈 温文儒雅
敬终慎始 心小志大 敏于事，慎于言 洞中肯綮 胆大心粗
横蛮无理 蛮不讲理 蛮横无理 出言无状 玩忽职守
表里相依 河同水密 痛痒相关 唇不离腮 鱼水深情
见貌辨色 以貌取人 观貌察色 鉴毛辨色 仰人眉睫
千秋人物 身显名扬 旁搜远绍 时望所归 重望高名
逐近弃远 舍近务远 舍近即远 违害就利 弃伪从真
造作矫揉 楚楚作态 牵肠萦心 涕泪交集 涕泪交加
有识之士 高才远识 通才硕学 钜学鸿生 远见卓识
娉婷袅娜 袅袅亭亭 妍姿艳质 娉婷婀娜 柳腰花态
令人起敬 推诚布公 正大光明 识才尊贤 道高德重
将伯之呼 求亲靠友 推贤进善 就正有道 求贤下士
开眉展眼 心满意得 满脸春色 满脸春风 欣然自得
功到自然成 大有可为 熟能生巧 有所作为 盛必虑衰
深闭固距 言而不信 不露形色 另请高明 不容置喙
四海他人 一无所求 无头无尾 无名之师 闲杂人等
咬定牙根 不挠不屈 斗霜傲雪 含污忍垢 吞声忍泪
赏一劝众 赏一劝百 游光扬声 以誉为赏 广结良缘
见智见仁 见仁见智 另眼看待 论长道短 论长说短
乐道好古 以古制今 据义履方 负气仗义 乐道安命
假手于人 矫情饰诈 装腔作态 装腔作势 虚情假意
用天因地 顺时而动 适时应务 与时推移 与世推移
超然自逸 超凡出世 餐云卧石 遗形藏志 遗俗绝尘
戎马生涯 骁勇善战 以战养战 汗马之功 有事之秋
无可如何 无如之何 无如之奈 一无可取 一无所能
按行自抑 严于律已 严于律己 不由自主 省身克己
励志竭精 赌咒发誓 确乎不拔 毅然决然 铜心铁胆
变幻无穷 变炫无穷 翻复无常 千变万状 变幻莫测
青紫被体 掇青拾紫 拖青纡紫 纡朱曳紫 拖金委紫
广庭大众 众人广坐 大庭广众 稠人广座 大廷广众
明人不做暗事 不自满假 来世不可待 不落俗套 不吝指教
杜弊清源 除害兴利 攻疾防患 明教不变 兴利除害
后继有人 开来继往 承先启后 世济其美 良弓无改
不可端倪 疑团满腹 满腹疑团 不知端倪 以疑决疑
风清月朗 朗月清风 月朗风清 风清月皎 风清月明
春和景明 日暖风和 风和日暖 日暖风恬 春风和气
另开生面 独得之见 别创一格 别开一格 别开蹊径
江洋大盗 揭箧担囊 犬吠之警 犬吠之盗 拿贼拿赃
大失所望 碰钉子 万念俱寂 智穷才尽 前功尽废
不顾大局 旁枝末节 不足为虑 多管闲事 无关大局
正色敢言 正色厉声 唇尖舌利 巧言利口 正色直言
乱七八糟 拉拉杂杂 乱七八遭 七颠八倒 零七八碎
义结金兰 视为知己 义气相投 一见如旧 一见如故
飘风苦雨 雨僝云僽 马毛猬磔 倦尾赤色 天寒地冻
大权在握 重望高名 权重望崇 身显名扬 人多势众
穷大失居 去甚去泰 事不过三 无万大千 不吝指教
两脚野狐 油头滑脸 猪卑狗险 一蛇两头 神机鬼械
不顾一切 横无忌惮 残暴不仁 欺公罔法 于事无补
闷葫芦 不阴不阳 冬箑夏裘 水里纳瓜 一山不藏二虎
搬斤播两 元经秘旨 即小见大 另眼看待 括目相待
鼻端生火 驽箭离弦 驱霆策电 策马飞舆 载驰载驱
谆谆善诱 谆谆告戒 耳听心受 谆谆不倦 倾耳而听
干净利索 省烦从简 干脆利落 不费吹灰之力 手到拈来
知地知天 气象万千 肤寸而合 风雨时若 雨僝云僽
不言不语 默默无言 按兵不举 话里藏阄 闭口不言
多文为富 增收节支 广结良缘 多多益善 勤能补拙
风语不透 盛水不漏 铁板一块 密不通风 水楔不通
贪求无厌 贪求无已 贪得无厌 利欲熏心 贪惏无餍
深仁厚泽 好心好意 恩深义重 义重恩深 怜贫恤老
畅行无阻 畅通无阻 无远弗届 所向克捷 纵横天下
昏迷不醒 昏头转向 神情恍惚 头晕目眩 无颜落色
各执己见 抱柱之信 所见略同 持盈守成 各持己见
五湖四海 囊括四海 概莫能外 合二为一 横从穿贯
坏人心术 销神流志 心灰意冷 消极怠工 锐挫望绝
砥砺风节 孜孜不辍 有勇知方 咬定牙根 乐善不倦
目眐心骇 张眉张眼 眩目惊心 惊心骇神 惊慌失色
游戏笔墨 拆白道字 游戏翰墨 游戏人间 调墨弄笔
遁天之刑 逋慢之罪 遁天妄行 违法乱纪 违条犯法
量入为出 量入计出 量能授官 入不敷出 小大由之
涎皮赖脸 东扭西捏 牢什古子 讨是寻非 百般刁难
三星在户 五子登科 荣谐伉俪 百年好事 情投意忺
百虑攒心 抚今悼昔 睹物兴情 即景生情 满腔热枕
性急口快 驽箭离弦 计不旋跬 一日万里 如应斯响
一笔勾断 一笔勾消 根连株拔 掐头去尾 右翦左屠
苦不可言 捶胸跌脚 捶胸顿脚 捶胸跌足 触目崩心
目不暇接 穷大失居 犀牛望月 迷离扑朔 一天星斗
损人利己 损己利人 恶语伤人 害人不浅 欺世盗名
一力承当 单孑独立 孑然一身 独当一面 自言自语
公听并观 虚己受人 厌闻饫听 言从计纳 悬鞀建铎
险象环生 危机四伏 微机四伏 履险蹈危 置之死地
满腔热枕 感人肺腑 热情洋溢 情深意重 感慨激昂
行不由径 道而不径 转弯磨角 转湾抹角 曲径通幽
事往日迁 时移世异 事过景迁 云消雨散 雨收云散
败德辱行 瞒心昧己 蔑伦悖理 徇私作弊 违法乱纪
利齿能牙 言之有故 言行相符 凿凿可据 心口相应
明知故问 自私自利 各执己见 妆模作样 何所不为
好问则裕 令人起敬 道高德重 推崇备至 深得人心
鲁卫之政 神往神来 合胆同心 比量齐观 视同一律
久历风尘 饱经忧患 千辛万苦 万苦千辛 饱经世变
铸新淘旧 色色俱全 面目一新 涤故更新 革旧图新
博学多才 多才多艺 繁征博引 远见卓识 逸群之才
不露形色 避毁就誉 避瓜防李 能不称官 不吝指教
云愁海思 云悲海思 雷奔云谲 苦难深重 判若云泥
珠璧联辉 珠璧交辉 交相辉映 众口交赞 丰富多彩
奔走之友 生死之交 一心同功 义结金兰 合衷共济
福如东海 洪福齐天 福寿绵绵 凤引九雏 民安国泰
膏腴之地 鸿函钜椟 百宝万货 物殷俗阜 天府之国
啮臂之好 鸾颠凤倒 握雨携云 携云握雨 男婚女嫁
坐上琴心 输肝剖胆 倾肝沥胆 烈火干柴 蜂迷蝶猜
磊落不羁 磊瑰不羁 磊磊落落 襟怀坦白 襟怀洒落
清浑皁白 庐山真面目 起根发由 随物赋形 饮水知源
今昔之感 忆苦思甜 酌古准今 不乏先例 非昔是今
千变万状 众多非一 说千说万 万语千言 三翻四复
不避艰险 无所畏惮 世上无难事 奋不顾身 不爽毫发
独到之处 领异标新 别出新意 别出新裁 别具只眼
丰功伟绩 较德焯勤 丰功茂德 重望高名 知遇之恩
败德辱行 坏法乱纪 败法乱纪 恶语伤人 伤化败俗
一拥而入 摩肩擦踵 纷纷拥拥 方骖并路 屯街塞巷
零丁孤苦 挨冻受饿 鱼生空釜 孤寡鳏独 鱼釜尘甑
捐弃前嫌 置之脑后 弃易求难 杜门自守 避瓜防李
如饥如渴 寤寐求之 烧眉之急 巴巴劫劫 云霓之望
心慌撩乱 忑忑忐忐 忐忑不安 心神不定 倾摇懈弛
玩忽职守 草率将事 言高语低 敷衍搪塞 搀前落后
蹙蹙靡骋 食生不化 踟蹰不前 搀前落后 茫无端绪
圣神文武 一人有庆 飞龙在天 龙颜凤姿 无私之光
番来覆去 颠来簸去 三翻四复 终而复始 颠来倒去
从容自如 策无遗算 十全十美 孜孜不怠 孜孜不懈
恪守不渝 坚贞不渝 确乎不拔 坚守不渝 义不反顾
折冲樽俎 以计代战 来好息师 转败为胜 以战去战
色色俱全 一室生春 八面张罗 人尽其才 欢聚一堂
拽巷啰街 拽巷逻街 拽巷攞街 哄动一时 骇人视听
敝綈恶粟 敝绨恶粟 恶衣菲食 粗袍粝食 粗衣恶食
无计奈何 寂天寞地 没可奈何 没法奈何 鞭长不及
救困扶危 扶危救困 救难解危 持危扶颠 振穷恤贫
相因相生 相生相成 相克相济 相辅而行 同心合力
内查外调 露马脚 瞒天过海 瞰瑕伺隙 大权在握
孤立无援 孤立无助 头一无二 独当一面 利出一孔
逸群之才 超世之才 才夸八斗 逞异夸能 才识过人
大权在握 劳民动众 重望高名 宏图大志 人多势众
心事重重 百虑攒心 千愁万绪 众难群疑 众难群移
计过自讼 悔过自责 反躬自责 自贻伊咎 引过自责
惟妙惟肖 论议风生 运用自如 言之有序 惟肖惟妙
沉静寡言 敦默寡言 敬终慎始 谭言微中 内峻外和
靠天吃饭 天理人情 天授地设 天生天化 优游岁月
俎樽折冲 折冲樽俎 尊俎折冲 转败为胜 乘利席胜
寂然无声 寂然不动 默默无言 更深人静 夜深人静
不乏先例 树俗立化 遗风古道 敦世厉俗 井井有法
保国安民 护国佑民 保境息民 安邦治国 安国富民
招是搬非 惹事生非 惹是招非 鼠雀之牙 人言啧啧
切近的当 正正经经 美言不信 光明磊落 正经八百
言行不符 事与原违 名不符实 不切实际 言不顾行
齐名并价 同功一体 时望所归 名实相副 名实相符
落荒而走 避迹藏时 高飞远走 东藏西躲 东躲西藏
一口三舌 絮絮叨叨 百舌之声 一长一短 数东瓜，道茄子
鲜艳夺目 丰姿冶丽 逸群之才 丰富多彩 多才多艺
三等九般 三六九等 丰富多采 各色各样 各色名样
触目儆心 以己之心，度人之心 触目警心 以意逆志 谓予不信
