十全十美 色色俱全 完好无缺 无一不备 完美无疵
事不宜迟 相机而动 见机而作 待时而动 观机而动
豺狼当路 豺狼当涂 九关虎豹 狗仗官势 神奸巨蠹
莫予毒也 莫余毒也 无所畏忌 无忧无虑 无所忌讳
伴食中书 文弛武玩 谈优务劣 秉钧持轴 不胜其任
鸠僭鹊巢 鸠居鹊巢 攫为己有 夺人所好 独霸一方
不可救疗 百死一生 油干灯草尽 短寿促命 十死一生
所剩无几 一支半节 一斑半点 一个半个 量小力微
同生死，共存亡 鲁卫之政 视同一律 比量齐观 同舟共命
一心同归 协心同力 同德协力 同心一力 同心叶力
病国殃民 败国丧家 败国亡家 民困国贫 民穷财匮
月地云阶 山清水秀 风光旖旎 爽心悦目 黄金世界
东南之宝 东南之秀 东南之美 南州冠冕 一时之选
毛骨竦然 失魂丧胆 毛骨耸然 亡魂丧胆 魂惊魄落
溢言虚美 溢美之语 溢美之言 夸夸而谈 夸夸其谈
孤寡鳏独 鳏寡孤独 闲杂人等 寂天寞地 绣花枕头
慎小事微 不足为虑 弃瑕忘过 不足为意 不吝指教
言气卑弱 温文儒雅 损之又损 侃侃而言 谈吐生风
心小志大 追远慎终 秉节持重 长虑却顾 长虑后顾
玉楼赴召 地下修文 驾鹤西游 雅人韵士 桂折兰摧
朽戈钝甲 鱼溃鸟散 残兵败将 一触即溃 星落云散
通计熟筹 谨行俭用 熟思审处 从长计议 衡情酌理
寸地尺天 月地云阶 地丑力敌 云泥异路 乾端坤倪
隔屋撺椽 力所不及 一手托天 钻火得冰 鞭长不及
其应若响 其应如响 立时三刻 连二赶三 无言可对
窗间过马 流光易逝 骐骥过隙 日月如流 岁月如流
面如满月 委委佗佗 眉目如画 丰神异彩 面如凝脂
目瞪口呆 舌桥不下 目瞪舌强 目瞪舌挢 目瞪舌彊
千秋万古 万岁千秋 千秋万代 千秋万岁 万代千秋
不费之惠 得尺得寸 大请大受 片云遮顶 见世生苗
捷报频传 连战皆捷 三番两次 三回五次 累足成步
超凡出世 超然自逸 斋心涤虑 了身脱命 超然远举
衒玉自售 以誉进能 以誉为赏 才夸八斗 沿才受职
竭尽心力 一败涂地 锐挫望绝 竭尽全力 壹败涂地
家殷人足 家给人足 金门绣户 长命富贵 钟鼎之家
谏尸谤屠 刀光血影 敲牛宰马 以大恶细 尸山血海
枕岩漱流 枕石嗽流 眠云卧石 山栖谷隐 寄迹山林
雾涌云蒸 春风雨露 离离矗矗 云屯雾集 云蒸雾集
千里迢迢 万里迢迢 路远迢迢 山遥路远 水远山遥
双喜临门 荣谐伉俪 岁序更新 三星在户 百年好事
极智穷思 殚谋戮力 苦思冥想 研精竭虑 研精致思
杀人灭口 恶语伤人 砌词捏控 痛诬丑诋 枉勘虚招
百发百中 眼明手快 料敌制胜 一语破的 有的放矢
乐不可极 朱弦三叹 乐而不厌 余音袅袅 余声三日
厌难折冲 乘利席胜 折冲厌难 转败为胜 转败为功
釜中生鱼 析骸以爨 缺食无衣 忍饥受饿 天荒地老
侈人观听 豁人耳目 大开眼界 触景生情 触物兴怀
成算在心 有约在先 别作良图 以为后图 胸有成略
白齿青眉 绮纨之岁 锦瑟年华 锦瑟华年 朱颜绿发
千载难逢 千载一会 千载一遇 千载一时 千载一逢
各取所长 扬长避短 尽其所长 看家本事 有识之士
析律舞文 舞弄文墨 深文周内 舞文巧诋 搬唇弄舌
乐以忘忧 适性忘虑 喜溢眉梢 吐气扬眉 神怿气愉
一拥而上 铺天盖地 风驰云卷 蜂起云涌 蜂拥而上
吸新吐故 纳新吐故 吐故纳新 沁人肺腑 斋心涤虑
力殚财竭 计穷力诎 力屈计穷 销神流志 计穷力竭
唯命是从 唯命是听 束手听命 恪守不渝 奉命惟谨
黯然伤神 郁郁不乐 悱恻缠绵 情凄意切 急痛攻心
深文傅会 故入人罪 深文周内 深文附会 绳之以法
指日可待 指日而待 红日三竿 遥遥无期 东方将白
浆水不交 一清如水 脂膏不润 臣心如水 摆袖却金
赏功罚罪 赏劳罚罪 赏高罚下 劝善黜恶 劝善戒恶
枝布叶分 连州跨郡 代代相传 枝流叶布 枝分叶散
过而能改 救偏补弊 匡谬正俗 知过能改 匡救弥缝
病国殃民 丧师辱国 辱国殄民 民困国贫 辱国丧师
一鞭先著 着人先鞭 鳌头独占 名列前茅 轨物范世
继绝存亡 存亡续绝 兴微继绝 存亡继绝 兴灭继绝
能说会道 出言有章 能言快语 利齿能牙 灵牙利齿
悄然无声 噤若寒蝉 不言不语 默默无言 寂若无人
扫穴擒渠 擒奸擿伏 拿贼见赃 拿贼拿赃 揭箧担囊
哀天叫地 怆天呼地 吁天呼地 怆地呼天 嚎天动地
德容言功 德言工容 三从四德 德言工貌 母慈子孝
挨肩叠背 挨肩迭背 挨肩并足 屯街塞巷 压肩叠背
假力于人 代为说项 诱掖奖劝 赏一劝众 赏一劝百
樵村渔浦 三家村 鸡犬桑麻 窄门窄户 芝兰之室
殃及池鱼 无须之祸 毋望之祸 毋望之福 一长二短
长篇累牍 久而久之 历日旷久 长篇大套 旷日长久
以一警百 罚一劝百 以一儆百 杀一儆百 惩一戒百
走投没路 道尽途殚 道尽涂穷 走头无路 入地无门
载驱载驰 载驰载驱 南航北骑 策马飞舆 鼻端生火
不速之客 仓卒主人 连二赶三 日不我与 汲汲皇皇
紫芝眉宇 冰洁玉清 冰清玉粹 钜人长德 言芳行洁
樵苏失爨 粒米束薪 樵苏不爨 口多食寡 喝西北风
半信半疑 半疑半信 将信将疑 确凿不移 难以置信
显祖扬宗 显祖扬名 显祖荣宗 游光扬声 腾声飞实
承颜候色 仰人眉睫 敬终慎始 多管闲事 察颜观色
临危致命 思患预防 忧盛危明 居安虑危 以防万一
回山倒海 靡坚不摧 战无不胜 风行草靡 无坚不摧
棋布星罗 棋布星陈 星罗棋布 旗布星峙 星罗云布
久历风尘 饱经忧患 千辛万苦 万苦千辛 苦难深重
击毂摩肩 千乘万骑 马咽车阗 车马骈阗 光车骏马
溯流穷源 穷源溯流 本末源流 溯水行舟 逆水行舟
秽言污语 村学究语 躁言丑句 语言无味 瓮声瓮气
顽固不化 怙过不悛 讳恶不悛 改过不吝 造恶不悛
相时而动 因事制宜 随时施宜 相机而动 因时制宜
乐极则忧 乐极哀来 乐极悲来 乐极生哀 乐极则悲
娟好静秀 神清骨秀 慈眉善目 善眉善眼 眉目如画
剩馥残膏 匀脂抹粉 膏泽脂香 调脂弄粉 粉白黛绿
方兴未已 方滋未艾 因利乘便 险象环生 大势所趋
秘而不言 秘而不露 讳莫高深 隐迹埋名 秘而不宣
革邪反正 过而能改 匡救弥缝 匡谬正俗 救偏补弊
狼猛蜂毒 雕心雁爪 笑面夜叉 狗行狼心 笑面虎
斗而铸锥 斗而铸兵 临难铸兵 倒置干戈 临阵磨刀
讷口少言 木讷寡言 有嘴没舌 少言寡语 沉密寡言
整旅厉卒 明耻教战 投石超距 鼓舞人心 揆文奋武
了然无闻 杳不可闻 牛听弹琴 听而不闻 所见所闻
兼善天下 成人之善 广结良缘 与人方便，自己方便 兴利除害
固执己见 固执成见 坚执不从 孤行己意 孤行己见
哑口无声 有嘴没舌 有声没气 哑子做梦 有声无气
神采飞扬 精神焕发 踔厉奋发 神采奕然 神采奕奕
禁舍开塞 不容置喙 以杀去杀 以杀止杀 禁暴诛乱
安然如故 神情自若 坦然自若 优游自若 始终不懈
潜移默运 潜移默转 漫不经意 自由放任 横行直走
擿伏发奸 发隐擿伏 破奸发伏 擿奸发伏 擒奸擿伏
痛贯心膂 泣血捶膺 痛心伤臆 刺心裂肝 回肠寸断
手到拈来 热熬翻饼 排山压卵 不费吹灰之力 掌上观文
顺水人情 余光分人 将机就机 施而不费 惠而不费
相待如宾 相庄如宾 相敬如宾 和睦相处 敬如上宾
求名夺利 逐名趋势 射利沽名 餐腥啄腐 邀名射利
寒腹短识 庸耳俗目 寡见鲜闻 愚昧无知 款学寡闻
陈辞滥调 陈词滥调 陈言肤词 七穿八洞 陈言老套
云行雨施 八方支援 八方支持 急公好施 施仁布德
引以为憾 坐失良机 救过不赡 懊悔无及 悔之无及
庸医杀人 病民害国 药到病除 不治之症 破玩意儿
齿牙之猾 齿牙为猾 出口伤人 恶语伤人 耻言人过
扫地无余 一而光 扫地无遗 扫地俱尽 摘瓜抱蔓
字顺文从 语简意赅 词约指明 简截了当 言简义丰
嘉言善状 假以辞色 假人辞色 糖舌蜜口 代为说项
临危不顾 无所畏忌 无所畏惮 不避艰险 急处从宽
韶颜稚齿 绿鬓朱颜 碧鬟红袖 桃夭柳媚 夭桃秾李
极恶不赦 十恶不赦 罪不可逭 罪大恶极 法无可贷
山陬海噬 杳无人烟 偏乡僻壤 穷乡僻壤 穷山僻壤
赫赫巍巍 光彩耀目 才夸八斗 曲尽奇妙 重望高名
饿虎扑羊 饿虎扑食 虎视耽耽 饿虎擒羊 狼吞虎噬
独步当时 独步一时 天下第一 独步当世 超前绝后
粉骨糜躯 殒身碎首 摧身碎首 陨身糜骨 齑身粉骨
昏昏沉沉 如醉如梦 精神恍惚 倒三颠四 昏头搭脑
衡虑困心 殚思极虑 殚精竭虑 搜肠刮肚 裁心镂舌
文丝不动 五积六受 坐卧不安 坐卧不宁 顿足不前
瑶草奇花 百花争艳 瑶草琪葩 异木奇花 丰富多彩
心焦火燎 心急火燎 心如火焚 心急如焚 心急如火
忠肝义胆 讳树数马 小廉大法 大法小廉 鞠躬君子
骇目惊心 惊世骇目 语出月胁 骇人视听 洞心骇目
戮力同心 齐心并力 同心一力 同心叶力 一心一力
一箭之遥 一箭之地 盈盈一水 相去悬殊 相去几何
慌慌张张 急张拘诸 搓手顿足 失张失志 失张失致
首身分离 身不由主 表里不一 首足异处 表里相应
冰山难靠 倚官挟势 官轻势微 倚官仗势 晦盲否塞
和气生财 心慈面软 温润而泽 克逮克容 假人辞色
以礼相待 惠然之顾 来迎去送 惠然肯来 醉酒饱德
自欺欺人 欺人自欺 塞耳偷铃 损人害己 撒诈捣虚
力有未逮 赶鸭子上架 鞭长不及 一手托天 打鸭子上架
唾壶击缺 直眉怒目 冲冠怒发 冲冠发怒 爆跳如雷
心惊胆落 心惊胆寒 心惊胆颤 惶恐不安 惶惶不安
虚无飘渺 渺无人烟 恒河一沙 无间可乘 无间可伺
天荒地老 地老天荒 积日累久 历日旷久 多历年稔
怒气冲冲 雷嗔电怒 忿然作色 冲冠怒发 冲冠发怒
金镶玉裹 地上天官 三平二满 绿酒红灯 肥甘轻暖
大发议论 各抒己见 即景生情 倾肠倒肚 人非土木
家传人诵 家传户诵 家见户说 家至户察 世代书香
丝来线去 生拉硬扯 死乞白赖 死求白赖 死标白缠
人逢喜事精神爽 助人为乐 知遇之恩 感恩怀德 知恩报恩
艰苦奋斗 斗霜傲雪 坚忍不拔 浴血奋战 不避艰险
无可名状 深奥莫测 一无可取 令人莫测 不知头脑
边尘不惊 无忧无虑 刀枪入库 无所畏忌 万赖俱寂
以管窥豹 管中窥豹 一斑窥豹 窥豹一斑 囿于成见
固执己见 各执己见 坚执不从 各持己见 贼心不死
珪璋特达 兰心蕙性 含霜履雪 清风亮节 冰清玉粹
贻误军机 大败亏输 迁延岁月 缓兵之计 旷日持久
慎小事微 慎小谨微 敬终慎始 甄心动惧 打小算盘
事不关己 无关大局 无羐无碍 无缘无故 无所重轻
半吞半吐 半吐半露 含糊其词 不识高低 不知高低
鱼瞵鹗睨 瞠目而视 虎视耽耽 鸱视虎顾 眈眈逐逐
欢忻鼓舞 活蹦乱跳 欢迸乱跳 欢呼鼓舞 神飞气扬
宵旰图治 悬石程书 历精图治 以天下为己任 夙夜在公
三平二满 枕稳衾温 肥甘轻暖 暖衣饱食 安身乐业
殷天蔽日 蔽日遮天 烟炎张天 隐天蔽日 干霄蔽日
依法砲制 依法炮制 因袭陈规 不主故常 蹈常习故
饿虎扑羊 饿虎扑食 狼吞虎咽 狼餐虎咽 狼吞虎餐
改换门闾 改换家门 改换门楣 鸱张门户 倚门倚闾
凤箫龙管 鸾歌凤吹 凤箫鸾管 吹竹弹丝 弄竹弹丝
心向往之 心乡往之 想望丰采 想望风褱 一往情深
闪烁其词 顿口无言 半吞半吐 半吐半露 言颠语倒
如此而已 理所当然 理之当然 聊复尔尔 聊复尔耳
渔人得利 惹事生非 违害就利 来好息师 攻疾防患
宁死不辱 犯而勿校 士可杀不可辱 忍尤含垢 忍垢偷生
采薪之患 采薪之疾 采薪之忧 犬马之疾 卧床不起
无一不知 腹饱万言 通文达理 宏儒硕学 学识渊博
事无二成 先公后私 公事公办 公尔忘私 公而忘私
东怨西怒 论长道短 论长说短 知我罪我 论黄数黑
岸然道貌 正容亢色 整整截截 郑重其辞 笑比河清
樽酒论文 诗朋酒友 好酒贪杯 文似其人 言之有序
待时而动 观机而动 囊里盛锥 以言举人 使贤任能
商彝夏鼎 异宝奇珍 奇珍异宝 百宝万货 商彝周鼎
摧兰折玉 破璧毁珪 铄金点玉 玉碎珠沉 珠零玉落
惟妙惟肖 惟肖惟妙 唯妙唯肖 绘影绘声 绘声绘影
国计民生 民生国计 国富民强 国富民丰 民富国强
波涛汹涌 冲风破浪 骏波虎浪 混混泇泇 汹涌澎湃
碰钉子 辞不获命 未敢苟同 不揪不睬 不揪不采
鱼目间珠 鱼目混珍 造言生事 矫情饰诈 舞文巧诋
麦丘之祝 直言正谏 正言直谏 直言正论 犯言直谏
酒肉朋友 狐朋狗友 狐朋狗党 狗党狐朋 泛泛之交
爱日惜力 敬时爱日 千金一刻 刻不容松 事不宜迟
求贤下士 三吐三握 推贤进善 见德思齐 爱才若渴
澄思渺虑 智者千虑，或有一失 识明智审 设心积虑 心灵性巧
深闭固距 闭关绝市 杜门不出 闭门自守 东拦西阻
日旰忘食 不知寝食 发愤忘食 日旰不食 攻苦食俭
惊耳骇目 骇人听闻 骇人视听 骇目惊心 魂惊魄惕
放刁把滥 瞒心昧己 打马虎眼 弄虚作假 瞒神弄鬼
寻消问息 质疑辨惑 好问决疑 东捱西问 问长问短
好好先生 违害就利 国泰民安 民安国泰 岂弟君子
击其不意 突然袭击 出敌意外 出敌不意 攻其不备
与时推移 与世推移 时移世易 时易世变 随物应机
观者如云 观者云集 观者如市 观者如垛 观者成堵
游目骋观 悦目赏心 山清水秀 遥遥在望 东张西张
迎来送往 送往迎来 送去迎来 送往劳来 人来客往
神飞气扬 激昂慷慨 奋发踔厉 丰神异彩 感慨激昂
拈轻掇重 量才而为 量力而为 软硬兼施 量力而行
目酣神醉 山清水秀 爽心悦目 悦目赏心 风光旖旎
大错特错 横蛮无理 蛮横无理 蛮不讲理 痛深恶绝
戴眉含齿 离离矗矗 戴发含牙 齿危发秀 挤眉弄眼
十年读书 学无止境 刺股读书 勤学苦练 学如登山
恬言柔舌 糖舌蜜口 坦然自若 神情自若 柔情蜜意
屈打成招 陨雹飞霜 含冤负屈 罗织罪名 微文深诋
啮雪餐毡 如蹈水火 狼艰狈蹶 若涉渊水 风霜雨雪
一毫不染 春风雨露 平原易野 雨丝风片 风和日美
永不磨灭 罪不可逭 没世不忘 同垂不朽 永志不忘
疾雨暴风 怪雨盲风 粗风暴雨 暴风疾雨 骤风急雨
百折不屈 百折不摧 磊瑰不羁 磊落不羁 磊浪不羁
敌不可纵 敌不可假 势不两存 不容置喙 欺人太甚
垂耳下首 千依百顺 妥首帖耳 俯首听命 依头顺尾
铮铮佼佼 独到之处 领异标新 楚楚不凡 奇才异能
人言啧啧 议论纷纭 议论纷纷 议论纷错 众说纷纭
少安无躁 适可而止 顿足不前 停滞不前 少安毋躁
全心全意 焦心热中 前功尽废 霞思云想 急痛攻心
油腔滑调 油嘴油舌 轻言轻语 轻言寡信 轻言细语
仁同一视 比量齐观 视同一律 贵贱无二 行同能偶
瞒心昧己 营私作弊 坑蒙拐骗 矫情饰诈 打马虎眼
浓妆艳抹 浓装艳抹 浓妆艳饰 浓妆艳裹 杏脸桃腮
老迈龙钟 残年余力 七老八倒 老天拔地 身心交瘁
乖唇蜜舌 乖嘴蜜舌 噀玉喷珠 利喙赡辞 口齿伶俐
愣头愣脑 不管一二 胆大妄为 横无忌惮 黄风雾罩
整躬率物 正身率下 以身作则 赏一劝众 赏一劝百
断缣尺楮 断缣寸纸 衣衫蓝缕 剗旧谋新 断线偶戏
妆模作样 做张做势 捉班做势 拿糖作醋 拿腔作调
话里藏阄 万语千言 言外之味 说千说万 抉奥阐幽
沸沸汤汤 波涛汹涌 风起水涌 汹涌澎湃 骏波虎浪
人人自危 险象环生 危机四伏 微机四伏 通忧共患
枕稳衾温 优哉游哉 安心乐业 安身乐业 清闲自在
怜贫恤老 惜老怜贫 怜贫惜老 济苦怜贫 振穷恤贫
杳无人烟 山陬海噬 阒无人声 渺无人踪 与世隔绝
拿云捉月 贯斗双龙 六臂三头 圭璋特达 珪璋特达
原始反终 讨流溯源 枝源派本 穷源朔流 原始要终
朝升暮合 糠豆不赡 贫困潦倒 有气无烟 鱼釜尘甑
雨覆云翻 翻复无常 反复无常 暮四朝三 三翻四复
博采众议 各抒己见 各抒所见 大发议论 一己之见
疑团莫释 疑误天下 不知头脑 疑团满腹 满腹疑团
千金市骨 金台市骏 千金买笑 所费不赀 招军买马
连鳌跨鲸 出世超凡 超凡出世 骑龙弄凤 出凡入胜
雍容大度 典则俊雅 雅人韵士 舂容大雅 雅量高致
骨肉至亲 至亲骨肉 至亲好友 沾亲带友 亲如骨肉
四方八面 三街两市 三街六市 连州跨郡 四面八方
盗名暗世 欺世盗名 惑世盗名 盗名欺世 射利沽名
异香扑鼻 沁人肺腑 神完气足 神流气鬯 感人肺腑
人不犯我，我不犯人 毫毛不犯 不偏不党 予取予夺 予取予携
桑间之约 雨约云期 迎风待月 莺期燕约 云梦闲情
揣时度力 鉴机识变 揆情审势 权时制宜 审几度势
访亲问友 驿使梅花 驿路梅花 山阴乘兴 串亲访友
玉貌花容 如花似玉 如花似朵 玉软花柔 如花似月
知遇之恩 论功受赏 感恩怀德 以誉为赏 千恩万谢
盈篇累牍 联篇累牍 言简义丰 修辞立诚 言之有序
半文不白 半文半白 一言半辞 一言半句 之乎者也
潜蛟困凤 龙翰凤雏 龙翰凤翼 才夸八斗 东南竹箭
山高水险 山长水远 爬山涉水 荆棘塞途 荆棘载途
弱水之隔 海角天涯 天涯地角 天涯海角 地角天涯
气充志骄 心满意足 屐齿之折 扬扬得意 得意扬扬
山长水远 山遥路远 路远迢迢 万里迢迢 爬山涉水
卖公营私 舍己为公 损公肥私 营私罔利 一己之私
科班出身 能写会算 多才多艺 心中有数 识字知书
锦衣行昼 还乡昼锦 白日绣衣 衣锦过乡 衣锦还乡
搓手顿脚 巴巴劫劫 风雷火炮 迫不可待 油浇火燎
十亲九故 九故十亲 沾亲带友 十亲九眷 三朋四友
稀奇古怪 奇离古怪 诡谲怪诞 希奇古怪 邈若河汉
寒风侵肌 折胶堕指 天寒地冻 冰天雪窖 天凝地闭
更令明号 以德服人 尊主泽民 雍门刎首 推亡固存
众口一辞 众口如一 异口同音 所见略同 百喙如一
额首称庆 以手加额 额手称颂 额手相庆 额手称庆
标新创异 标新竞异 标新竖异 独出新裁 妙想天开
骇目惊心 势不可挡 骇人视听 惊心眩目 刊心刻骨
好语如珠 好语似珠 犀角烛怪 神施鬼设 万语千言
焚香扫地 枕山栖谷 鸥波萍迹 高翔远引 枕流漱石
披星戴月 大红大紫 得意扬扬 华星秋月 扬扬得意
造谣惑众 矫情饰诈 造言生事 造谣生事 徇私作弊
因循苟且 玩故习常 原封未动 因循守旧 虚应故事
梗迹萍踪 载沉载浮 鱼贯而出 泛萍浮梗 出没无常
化整为零 化零为整 一刀切 合而为一 四分五落
国仇家恨 国难当头 病国殃民 国破家亡 破国亡家
金声掷地 掷地赋声 叱嗟风云 天摇地动 铿金戛玉
风言影语 枉直随形 望空捉影 话里有话 话中有话
分情破爱 恋新忘旧 弃旧迎新 喜新厌旧 迎新弃旧
推三阻四 欺三瞒四 推三推四 指李推张 推东主西
蕤宾铁响 成风尽垩 才夸八斗 神乎其技 惊起梁尘
顿学累功 有志者事竟成 有志竟成 孜孜不怠 孜孜不懈
吊儿郎当 吊尔郎当 轻薄无知 轻薄无行 粗心浮气
运掉自如 运用自如 滚瓜流水 烂若披掌 曲尽奇妙
暗弱无断 优游不断 騣童钝夫 畏影恶迹 愚昧无知
束肩敛息 柔声下气 轻身下气 恭默守静 赔身下气
甄心动惧 敬终慎始 慎始敬终 敕始毖终 秉节持重
欺人自欺 自欺欺人 塞耳偷铃 矫情饰诈 损己利人
凤协鸾和 琴瑟之好 瑟调琴弄 瑟弄琴调 宜室宜家
不废江河 都中纸贵 流脍人口 传为佳话 洛阳纸贵
燕跃鹄踊 陵劲淬砺 动如脱兔 风行电照 眼明手快
黏皮着骨 带水拖泥 生拉硬扯 黏皮带骨 不了不当
躬自菲薄 少吃俭用 缩衣节口 缩衣啬食 熬肠刮肚
自坏长城 摧刚为柔 辱身败名 天生天杀 知我罪我
变心易虑 言与心违 变名易姓 改名换姓 情随事迁
高堂大厦 闳宇崇楼 耸入云霄 轮焉奂焉 朱楼碧瓦
运筹借箸 万全之计 谋无遗策 策无遗算 多谋善断
和蔼近人 和蔼可亲 闻融敦厚 平易近民 温润而泽
胆大心粗 勇猛果敢 胆大心细 胆大心小 敬终慎始
蛮横无理 横蛮无理 蛮不讲理 不近道理 撒泼放刁
打得火热 痛痒相关 河同水密 表里相依 唇不离腮
见貌辨色 鉴毛辨色 以貌取人 观貌察色 观形察色
读书种子 钜学鸿生 旁搜远绍 通才硕学 遗风余烈
逐近弃远 舍近务远 舍近即远 取长弃短 忘象得意
无故呻吟 矫情饰行 语重心沉 哼哼唧唧 局天扣地
有识之士 高才远识 宏才大略 远见卓识 钜学鸿生
娉婷袅娜 柳腰花态 娉婷婀娜 袅袅亭亭 章台杨柳
履信思顺 志洁行芳 仁人义士 义胆忠肝 慎身修永
求贤下士 将伯之呼 三吐三握 推贤进善 求亲靠友
冁然而笑 开眉展眼 喜气洋洋 满脸春风 满脸春色
功到自然成 水到鱼行 有所作为 径情直行 大有可为
闭门却轨 闭门扫迹 闭门埽轨 闭门羹 避瓜防李
闲杂人等 社会贤达 寂寂无闻 洪乔捎书 四海他人
咬定牙根 含污忍垢 含垢忍辱 忍辱含羞 忍辱含垢
赏一劝众 赏一劝百 丘山之功 游光扬声 以誉为赏
同日而道 同日而言 说短论长 说长道短 论长道短
乐道好古 乐道安命 信而好古 乐在其中 通古达变
曲意迎合 曲意奉迎 曲意承迎 假手于人 谄词令色
用天因地 顺时而动 相时而动 观机而动 待时而动
超凡出世 超然自逸 超然自得 餐云卧石 超然不群
戎马生涯 能征惯战 骁勇善战 身经百战 白旄黄钺
无可如何 无如之何 计无由出 无如之奈 不得已而为之
按行自抑 严于律己 严于律已 克己慎行 不由自主
铜心铁胆 一脚不移 不拔之志 九牛拉不转 励志竭精
千状万态 百喙一词 百啭千声 变幻无穷 变炫无穷
掇青拾紫 青紫被体 拖青纡紫 纡朱曳紫 拖金委紫
广庭大众 大庭广众 大廷广众 众人广坐 稠人广座
燕石妄珍 将无作有 不足介意 舍生忘死 如弃敝屣
暴敛横征 横征暴赋 富国裕民 安国富民 横征苛敛
后继有人 开来继往 负薪构堂 承先启后 继往开来
闷葫芦 以疑决疑 不知端倪 摸头不着 不可端倪
风清月朗 朗月清风 月朗风清 风和日暖 日暖风和
春风和气 日暖风和 风和日暖 风和日暄 日和风暖
另开生面 花样翻新 独得之见 别开蹊径 标新竞异
江洋大盗 明抢暗偷 谋财害命 犬吠之警 图财害命
诛求无已 万念俱寂 了然无闻 一无所获 了不可见
不顾大局 无关大局 舍生忘死 多管闲事 闲是闲非
正色厉声 舌锋如火 正色敢言 危言正色 词严义密
乱七八糟 拉拉杂杂 乱七八遭 东横西倒 盆朝天，碗朝地
忘年之交 义结金兰 视为知己 忘年之契 忘年交
飘风苦雨 雨僝云僽 凄风寒雨 凄风楚雨 天寒地冻
权重望崇 重望高名 身显名扬 时望所归 大权在握
无万大千 车载船装 成千上万 不可胜纪 不可胜记
神机鬼械 老奸巨猾 插圈弄套 虎党狐侪 两脚野狐
肆行无忌 横无忌惮 任达不拘 放荡形骸 放纵不羁
五心六意 七拱八翘 人情恟恟 神不附体 心如悬旌
搬斤播两 苦思冥想 沉思熟虑 独得之见 心摹手追
鼻端生火 车驰马骤 驱霆策电 追风逐电 追风蹑景
谆谆善诱 言提其耳 谆谆告戒 谆谆诰诫 谆谆不倦
不费吹灰之力 顺风吹火 轻而易举 掌上观文 掌上观纹
知地知天 占风望气 肤寸而合 量时度力 用天因地
缄口无言 默默无言 闭口不言 杜口无言 不言不语
多多益善 一分耕耘，一分收获 多多益办 广结良缘 增收节支
水楔不通 水泄不透 压肩叠背 雾集云合 风语不透
贪求无厌 贪得无厌 贪求无已 贪猥无厌 贪惏无餍
深仁厚泽 情深义重 款款深深 义重恩深 恩深义重
无远弗届 无远不届 无所不及 无往不克 无往不胜
昏迷不醒 昏头转向 神情恍惚 倾摇懈弛 头昏眼晕
倒持戈矛 倒持干戈 百折不移 横刀揭斧 按兵不举
囊括四海 普天之下 五湖四海 一揽包收 全国一盘棋
坏人心术 销神流志 心灰意冷 萎糜不振 心慵意懒
砥行磨名 讽德诵功 颂德歌功 较德焯勤 紫芝眉宇
忑忑忐忐 耽惊受怕 张眉张眼 惊惶失色 惊慌失色
游戏笔墨 游戏翰墨 拆白道字 调墨弄笔 嬉笑怒骂
遁天之刑 遁天妄行 逋慢之罪 绳之以法 违条犯法
量入为出 量入计出 增收节支 入不敷出 量才录用
涎皮赖脸 放泼撒豪 百般刁难 东扭西捏 恶作剧
三星在户 朱陈之好 荣谐伉俪 百年好事 五子登科
百虑攒心 冥思苦想 深思苦索 左思右想 心血来潮
追云逐电 驽箭离弦 击电奔星 性急口快 日不移晷
一笔勾断 一笔勾消 一而光 一笔勾销 摘瓜抱蔓
气断声吞 呕心抽肠 凄入肝脾 剖肝泣血 捶胸跌脚
目不暇接 犀牛望月 目不给赏 只见树木，不见森林 迷离扑朔
欺世盗名 损己利人 恶语伤人 求全之毁 损人利己
单孑独立 岿然不动 岿然独存 一力承当 孑然一身
言从计纳 公听并观 虚己受人 厌闻饫听 悬鞀建铎
微机四伏 危机四伏 险象环生 履险蹈危 思患预防
满腔热枕 热情洋溢 满腔热忱 感人肺腑 盛情难却
行不由径 曲径通幽 道而不径 转湾抹角 转弯磨角
事往日迁 风吹云散 日月不居 日月如流 云消雨散
瞒心昧己 文奸济恶 欺世盗名 败德辱行 矫情饰诈
言之有故 言之有礼 言之有理 词正理直 出言有章
明知故问 好问决疑 疑团莫释 不懂装懂 强不知以为知
推崇备至 万流景仰 感恩戴德 时望所归 至尊至贵
神往神来 同心合胆 鲁卫之政 行合趋同 同心一德
久历风尘 饱经忧患 千辛万苦 万苦千辛 苦难深重
百废俱兴 铸新淘旧 送旧迎新 涤秽布新 弃故揽新
博学多才 多见广识 钜学鸿生 通才硕学 多才多艺
坚执不从 违害就利 不正之风 超然不群 树同拔异
殢雨尤云 尤花殢雪 尤云殢雪 云愁海思 云悲海思
众口交赞 称赏不已 有目共赏 珠璧交辉 珠璧联辉
奔走之友 同心合力 同心并力 深情厚谊 深情厚意
福如东海 寿山福 福寿康宁 福寿绵绵 吉祥如意
膏腴之地 地大物博 民殷财阜 鱼米之乡 百卉千葩
啮臂之好 烟花风月 朱陈之好 凤友鸾交 鸿案相庄
坐上琴心 烈火干柴 蜂迷蝶猜 騣女痴儿 騣女痴男
心贯白日 襟怀洒落 轻裘缓带 襟怀坦白 磊瑰不羁
清浑皁白 庐山真面目 饮水知源 起根发由 不识庐山真面目
今昔之感 贯穿今古 非昔是今 忆苦思甜 抚今悼昔
